Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost
Sub-Saharan Africa,Tanzania,Personal Care,Online,L,9/5/12,331123912,10/8/12,5779,81.73,56.67
Asia,Vietnam,Cereal,Online,C,11/2/10,969011151,11/6/10,788,205.7,117.11
Sub-Saharan Africa,Comoros,Meat,Offline,H,8/3/13,208517348,8/23/13,3772,421.89,364.69
Sub-Saharan Africa,Comoros,Household,Online,L,5/29/13,282503831,6/29/13,8016,668.27,502.54
Central America and the Caribbean,Trinidad and Tobago,Household,Offline,H,3/12/15,794144427,4/10/15,3839,668.27,502.54
Australia and Oceania,Palau,Fruits,Offline,L,5/3/17,966925466,5/22/17,3587,9.33,6.92
Europe,Macedonia,Fruits,Online,L,7/6/15,994645774,8/19/15,6643,9.33,6.92
Sub-Saharan Africa,Comoros,Fruits,Offline,C,1/8/14,691416680,1/16/14,4415,9.33,6.92
Sub-Saharan Africa,Zambia,Baby Food,Offline,H,6/15/14,841662013,6/22/14,5348,255.28,159.42
Australia and Oceania,Vanuatu,Snacks,Offline,M,11/20/11,950118100,1/8/12,9914,152.58,97.44
Europe,Cyprus,Vegetables,Offline,L,10/28/13,591833770,11/25/13,5619,154.06,90.93
Asia,Thailand,Snacks,Offline,L,9/8/13,762170350,9/12/13,1999,152.58,97.44
Asia,Kyrgyzstan,Household,Offline,L,4/28/17,726801669,5/23/17,5620,668.27,502.54
Central America and the Caribbean,Saint Vincent and the Grenadines,Baby Food,Offline,H,6/30/16,271714055,6/30/16,5082,255.28,159.42
Sub-Saharan Africa,Mauritius ,Baby Food,Offline,H,5/25/15,153206336,6/25/15,6014,255.28,159.42
Europe,Hungary,Household,Online,C,9/14/11,747889840,10/11/11,6078,668.27,502.54
Europe,Switzerland,Cereal,Online,C,7/11/15,702688395,8/20/15,9966,205.7,117.11
Europe,Denmark,Baby Food,Offline,L,4/24/15,984838330,5/28/15,4402,255.28,159.42
Europe,Cyprus,Office Supplies,Offline,M,12/9/11,831888473,12/19/11,3140,651.21,524.96
Sub-Saharan Africa,Rwanda,Beverages,Offline,L,12/4/14,901700150,1/7/15,1967,47.45,31.79
Sub-Saharan Africa,Benin,Vegetables,Online,C,11/30/15,122447192,12/10/15,3700,154.06,90.93
Europe,Norway,Cereal,Online,M,3/11/15,642615926,3/15/15,3188,205.7,117.11
Middle East and North Africa,Saudi Arabia,Clothes,Offline,M,4/26/10,181005179,5/19/10,2310,109.28,35.84
Australia and Oceania,Nauru,Snacks,Online,C,1/27/15,576726281,3/2/15,4978,152.58,97.44
Australia and Oceania,Kiribati,Household,Offline,L,3/18/10,139203059,5/1/10,2133,668.27,502.54
Europe,Lithuania,Office Supplies,Online,H,6/5/15,398171842,6/27/15,6751,651.21,524.96
Australia and Oceania,Palau,Vegetables,Offline,C,5/25/17,253681457,6/22/17,8835,154.06,90.93
Asia,Sri Lanka,Personal Care,Offline,L,6/8/11,926093232,7/12/11,422,81.73,56.67
Sub-Saharan Africa,Djibouti,Fruits,Online,C,11/7/12,106080996,12/25/12,579,9.33,6.92
Central America and the Caribbean,Guatemala,Cosmetics,Offline,H,4/24/15,504631078,6/7/15,405,437.2,263.33
Sub-Saharan Africa,Zimbabwe,Office Supplies,Online,H,4/26/17,403042304,5/29/17,8029,651.21,524.96
Sub-Saharan Africa,Comoros,Meat,Offline,H,11/16/10,402926003,12/27/10,3613,421.89,364.69
Europe,Netherlands,Office Supplies,Online,C,7/22/15,276206004,8/21/15,4349,651.21,524.96
Europe,Portugal,Clothes,Online,H,2/17/14,315118634,3/16/14,9461,109.28,35.84
Europe,Spain,Baby Food,Online,M,12/11/16,882212722,1/26/17,5204,255.28,159.42
Middle East and North Africa,Egypt,Clothes,Offline,H,9/7/12,160349595,9/21/12,9863,109.28,35.84
Europe,Slovenia,Vegetables,Online,C,1/14/10,902703082,3/5/10,8757,154.06,90.93
Europe,Ireland,Cosmetics,Online,M,3/7/11,982759511,4/6/11,9233,437.2,263.33
Asia,Taiwan,Meat,Online,H,7/27/15,144317710,8/19/15,5672,421.89,364.69
Sub-Saharan Africa,Swaziland,Meat,Offline,C,2/25/16,451489007,3/7/16,4485,421.89,364.69
Europe,Armenia,Fruits,Online,M,9/25/10,438697230,10/7/10,9114,9.33,6.92
Sub-Saharan Africa,The Gambia,Clothes,Offline,L,4/26/13,960678708,5/6/13,5033,109.28,35.84
Middle East and North Africa,Iran,Cereal,Online,C,6/23/12,242482268,7/17/12,4747,205.7,117.11
Europe,Andorra,Baby Food,Online,M,12/29/12,629469239,2/7/13,2791,255.28,159.42
Middle East and North Africa,Morocco,Vegetables,Online,C,12/6/16,937313449,1/3/17,734,154.06,90.93
Asia,Bhutan,Clothes,Online,H,4/5/12,502001225,5/1/12,2173,109.28,35.84
Asia,Mongolia,Beverages,Online,M,7/15/14,529831397,7/21/14,7739,47.45,31.79
Sub-Saharan Africa,Eritrea,Office Supplies,Offline,L,1/29/10,947415292,2/5/10,93,651.21,524.96
Sub-Saharan Africa,Central African Republic,Clothes,Offline,M,10/11/12,851676738,10/14/12,8928,109.28,35.84
North America,Greenland,Fruits,Offline,H,11/16/14,759852063,12/21/14,5966,9.33,6.92
Middle East and North Africa,Somalia,Vegetables,Online,C,6/17/13,359490096,7/14/13,9963,154.06,90.93
Sub-Saharan Africa,Cameroon,Cereal,Online,L,4/6/14,758452165,4/27/14,1705,205.7,117.11
Asia,Uzbekistan,Beverages,Online,L,9/16/12,434912097,11/2/12,9009,47.45,31.79
Sub-Saharan Africa,Ethiopia,Personal Care,Offline,H,11/16/12,187356221,12/30/12,1724,81.73,56.67
Asia,Kyrgyzstan,Office Supplies,Online,H,2/12/16,884583365,3/28/16,6730,651.21,524.96
Europe,United Kingdom,Cosmetics,Online,M,4/6/17,315704858,5/17/17,2938,437.2,263.33
Australia and Oceania,Marshall Islands,Snacks,Offline,C,1/6/16,840144526,1/21/16,6290,152.58,97.44
Asia,North Korea,Baby Food,Online,L,2/16/13,837638700,2/28/13,4760,255.28,159.42
Australia and Oceania,Nauru,Meat,Offline,L,3/20/14,558236205,4/5/14,3353,421.89,364.69
Central America and the Caribbean,Saint Lucia,Beverages,Online,H,10/20/10,772298371,11/11/10,9105,47.45,31.79
Europe,Ukraine,Snacks,Offline,C,5/31/14,520499026,6/17/14,6083,152.58,97.44
Sub-Saharan Africa,Sao Tome and Principe,Personal Care,Offline,M,12/3/14,263824498,1/19/15,387,81.73,56.67
Europe,Bulgaria,Clothes,Offline,C,8/16/14,533573615,10/5/14,5145,109.28,35.84
Europe,Romania,Office Supplies,Online,M,11/18/16,581357705,12/13/16,5519,651.21,524.96
Middle East and North Africa,Yemen,Cereal,Online,H,10/6/14,629100596,10/15/14,3701,205.7,117.11
North America,United States of America,Household,Offline,L,7/17/17,519038617,7/23/17,3916,668.27,502.54
Central America and the Caribbean,Antigua and Barbuda ,Vegetables,Offline,H,8/19/16,163720595,8/22/16,7417,154.06,90.93
Europe,Latvia,Cereal,Offline,C,1/30/12,896007859,2/4/12,7492,205.7,117.11
Central America and the Caribbean,El Salvador,Snacks,Online,M,5/11/16,519074237,5/12/16,4457,152.58,97.44
Central America and the Caribbean,The Bahamas,Office Supplies,Online,M,9/17/12,956406056,11/4/12,660,651.21,524.96
Asia,Maldives,Personal Care,Online,L,12/16/11,601802146,1/21/12,5483,81.73,56.67
Sub-Saharan Africa,Nigeria,Baby Food,Online,H,10/30/10,169373834,11/21/10,336,255.28,159.42
Sub-Saharan Africa,Zimbabwe,Vegetables,Online,L,12/1/10,443544948,12/1/10,3661,154.06,90.93
Europe,Armenia,Baby Food,Online,M,11/12/14,929051816,12/11/14,5933,255.28,159.42
Europe,Belarus,Personal Care,Online,C,1/13/15,300943267,1/15/15,4655,81.73,56.67
Middle East and North Africa,Kuwait,Office Supplies,Online,M,6/3/12,454580628,7/5/12,9365,651.21,524.96
Central America and the Caribbean,Panama,Clothes,Online,H,11/13/12,655637729,11/26/12,6628,109.28,35.84
Asia,Turkmenistan,Clothes,Online,C,9/20/15,690100896,9/27/15,5046,109.28,35.84
Central America and the Caribbean,Guatemala,Clothes,Online,L,1/4/10,414268958,1/18/10,246,109.28,35.84
Sub-Saharan Africa,Sudan,Meat,Online,L,2/22/16,204753243,4/6/16,9890,421.89,364.69
Middle East and North Africa,Afghanistan,Vegetables,Offline,M,12/9/13,508477580,1/27/14,8670,154.06,90.93
Europe,Sweden,Snacks,Online,C,7/24/14,492678296,9/5/14,3311,152.58,97.44
Europe,Moldova ,Cereal,Offline,H,4/26/11,294904220,5/22/11,7567,205.7,117.11
Europe,Belgium,Personal Care,Offline,C,9/19/13,573016679,10/4/13,7224,81.73,56.67
Sub-Saharan Africa,South Africa,Fruits,Online,H,5/30/13,255189502,6/13/13,5099,9.33,6.92
Sub-Saharan Africa,Mauritania,Meat,Online,M,9/7/10,589909017,10/17/10,6042,421.89,364.69
Middle East and North Africa,Azerbaijan,Beverages,Online,H,9/2/10,195974051,10/20/10,1932,47.45,31.79
Sub-Saharan Africa,Sao Tome and Principe,Snacks,Online,M,1/1/12,912495934,1/5/12,6680,152.58,97.44
Middle East and North Africa,Libya,Clothes,Online,C,7/30/10,148898494,8/17/10,1228,109.28,35.84
Europe,Portugal,Beverages,Online,M,12/13/10,334918057,12/22/10,8551,47.45,31.79
Middle East and North Africa,Lebanon,Office Supplies,Online,H,12/9/14,370603454,1/14/15,8652,651.21,524.96
Australia and Oceania,Marshall Islands,Meat,Online,L,4/14/10,576316010,5/2/10,3569,421.89,364.69
Central America and the Caribbean,Barbados,Cosmetics,Online,C,4/20/12,442729556,5/8/12,2369,437.2,263.33
Sub-Saharan Africa,Sao Tome and Principe,Fruits,Offline,H,8/26/14,880830419,9/2/14,6150,9.33,6.92
Australia and Oceania,Samoa ,Beverages,Offline,M,11/2/15,171917426,12/21/15,3042,47.45,31.79
Australia and Oceania,Tonga,Household,Online,M,6/9/15,717601907,6/24/15,3206,668.27,502.54
Europe,France,Meat,Online,M,4/21/10,489807689,5/12/10,3835,421.89,364.69
Europe,Liechtenstein,Snacks,Online,L,7/2/13,680771100,8/14/13,4152,152.58,97.44
Sub-Saharan Africa,South Africa,Meat,Online,C,8/26/12,753040969,10/9/12,412,421.89,364.69
Europe,Kosovo,Clothes,Offline,C,8/6/11,689478623,8/8/11,901,109.28,35.84
Australia and Oceania,Palau,Cereal,Online,C,6/10/11,543257892,7/16/11,937,205.7,117.11
Europe,Sweden,Beverages,Offline,L,5/13/14,887865102,6/4/14,7869,47.45,31.79
Europe,Bosnia and Herzegovina,Office Supplies,Online,L,4/2/12,567099082,5/2/12,6075,651.21,524.96
Central America and the Caribbean,Antigua and Barbuda ,Snacks,Offline,C,3/14/13,745071160,4/22/13,1968,152.58,97.44
Sub-Saharan Africa,Mauritius ,Cosmetics,Online,L,1/2/15,856205165,1/22/15,8990,437.2,263.33
Central America and the Caribbean,Costa Rica,Personal Care,Online,M,7/13/16,855237424,7/17/16,2614,81.73,56.67
Sub-Saharan Africa,Burundi,Beverages,Offline,C,12/4/13,767216765,12/17/13,5345,47.45,31.79
Sub-Saharan Africa,Sudan,Cereal,Offline,C,12/19/11,237504518,1/20/12,1719,205.7,117.11
Europe,Croatia,Baby Food,Online,C,9/17/12,781774508,10/18/12,3305,255.28,159.42
Asia,Cambodia,Cereal,Online,L,9/20/11,836013066,11/6/11,3699,205.7,117.11
Europe,Liechtenstein,Fruits,Online,M,12/16/16,706519019,12/19/16,3533,9.33,6.92
Sub-Saharan Africa,Lesotho,Beverages,Online,H,10/4/14,319903695,11/11/14,5467,47.45,31.79
Sub-Saharan Africa,Sierra Leone,Household,Online,M,6/6/11,573090922,7/2/11,9194,668.27,502.54
Middle East and North Africa,Somalia,Clothes,Online,C,5/13/14,183317029,5/20/14,6437,109.28,35.84
Sub-Saharan Africa,Sudan,Personal Care,Online,M,1/27/13,638130843,2/3/13,5952,81.73,56.67
Sub-Saharan Africa,Botswana,Office Supplies,Online,L,4/16/13,345393693,5/3/13,8524,651.21,524.96
Sub-Saharan Africa,South Africa,Office Supplies,Online,M,6/11/10,483279407,6/26/10,1971,651.21,524.96
Central America and the Caribbean,Saint Kitts and Nevis ,Household,Offline,C,3/7/16,950274312,4/20/16,6141,668.27,502.54
Europe,United Kingdom,Cosmetics,Offline,L,9/14/16,815177237,10/16/16,7914,437.2,263.33
Australia and Oceania,Marshall Islands,Snacks,Online,L,6/6/14,567099511,7/1/14,6202,152.58,97.44
Sub-Saharan Africa,Eritrea,Personal Care,Online,C,8/14/16,765464961,8/17/16,6947,81.73,56.67
Central America and the Caribbean,Panama,Cereal,Offline,L,6/18/16,690009915,7/1/16,8122,205.7,117.11
Sub-Saharan Africa,Democratic Republic of the Congo,Cosmetics,Offline,M,12/29/11,590783202,2/4/12,4733,437.2,263.33
Asia,Brunei,Vegetables,Offline,C,6/17/17,338146150,7/8/17,3815,154.06,90.93
Sub-Saharan Africa,Sudan,Fruits,Offline,C,2/5/14,772772586,2/6/14,9436,9.33,6.92
Central America and the Caribbean,Jamaica,Fruits,Offline,M,7/1/14,555648839,7/26/14,7694,9.33,6.92
Sub-Saharan Africa,Togo,Snacks,Online,L,5/19/13,218073737,6/17/13,1720,152.58,97.44
Europe,Andorra,Fruits,Offline,M,2/8/14,811658608,2/21/14,6674,9.33,6.92
Sub-Saharan Africa,Central African Republic,Clothes,Online,H,4/27/17,758327281,5/11/17,4749,109.28,35.84
Asia,Cambodia,Office Supplies,Online,C,2/23/17,800316083,3/31/17,169,651.21,524.96
Europe,Poland,Office Supplies,Offline,M,7/30/12,850173842,8/15/12,4188,651.21,524.96
Middle East and North Africa,Afghanistan,Household,Offline,M,3/25/11,440761888,4/1/11,92,668.27,502.54
Central America and the Caribbean,El Salvador,Cosmetics,Online,H,6/4/10,975254046,6/6/10,8200,437.2,263.33
Middle East and North Africa,Oman,Household,Online,H,2/19/16,777136647,2/22/16,858,668.27,502.54
Sub-Saharan Africa,Madagascar,Cereal,Offline,C,6/14/16,940208518,6/19/16,7449,205.7,117.11
Asia,India,Beverages,Online,L,9/8/15,378580987,9/21/15,9382,47.45,31.79
Australia and Oceania,Tonga,Snacks,Offline,L,6/4/15,776677882,6/25/15,5100,152.58,97.44
Central America and the Caribbean,Panama,Office Supplies,Offline,L,9/29/10,739235532,11/5/10,5076,651.21,524.96
Europe,Denmark,Cereal,Offline,L,9/19/16,741302764,9/25/16,6816,205.7,117.11
Europe,Denmark,Cosmetics,Offline,L,8/18/11,878240907,9/25/11,9856,437.2,263.33
Middle East and North Africa,Yemen,Baby Food,Offline,L,6/17/16,415723788,7/17/16,762,255.28,159.42
Sub-Saharan Africa,Botswana,Clothes,Online,C,5/31/15,939737737,7/13/15,8134,109.28,35.84
Europe,Portugal,Personal Care,Offline,H,9/1/12,506581580,9/26/12,7602,81.73,56.67
Europe,Poland,Personal Care,Online,C,6/27/13,392866647,8/6/13,6826,81.73,56.67
Sub-Saharan Africa,Sao Tome and Principe,Clothes,Online,M,10/28/12,145516765,12/3/12,499,109.28,35.84
Sub-Saharan Africa,Equatorial Guinea,Beverages,Offline,M,4/14/14,731768262,5/13/14,5345,47.45,31.79
Central America and the Caribbean,Grenada,Beverages,Offline,M,3/2/11,489169967,3/22/11,5118,47.45,31.79
Sub-Saharan Africa,Mauritania,Meat,Offline,C,12/24/12,975583207,1/18/13,5605,421.89,364.69
Asia,Uzbekistan,Office Supplies,Offline,L,5/20/11,219181811,7/7/11,9624,651.21,524.96
Middle East and North Africa,Saudi Arabia,Cereal,Online,L,3/23/14,368452107,3/26/14,2021,205.7,117.11
Middle East and North Africa,Afghanistan,Fruits,Online,H,7/1/11,942192924,8/20/11,4679,9.33,6.92
Sub-Saharan Africa,Mali,Cereal,Online,H,12/22/16,179515588,12/25/16,1507,205.7,117.11
North America,Mexico,Cosmetics,Online,L,6/2/11,889843928,6/23/11,3448,437.2,263.33
Central America and the Caribbean,Costa Rica,Personal Care,Online,H,7/9/14,102914273,8/2/14,3475,81.73,56.67
Europe,Switzerland,Household,Offline,L,12/14/12,318775451,1/3/13,1595,668.27,502.54
Sub-Saharan Africa,Nigeria,Meat,Online,H,3/8/17,957788789,4/8/17,9842,421.89,364.69
Europe,Romania,Cosmetics,Online,M,3/23/12,610628116,4/8/12,7284,437.2,263.33
Middle East and North Africa,Azerbaijan,Meat,Offline,L,6/18/14,188279759,8/7/14,5020,421.89,364.69
Asia,Nepal,Personal Care,Online,C,10/30/14,672042548,12/11/14,1179,81.73,56.67
Europe,Czech Republic,Cereal,Online,C,11/23/12,863527810,12/10/12,5923,205.7,117.11
Europe,Croatia,Clothes,Online,C,2/4/13,534659373,3/17/13,6445,109.28,35.84
Europe,Latvia,Cosmetics,Offline,M,5/5/13,877673566,6/10/13,1967,437.2,263.33
Europe,Bulgaria,Cosmetics,Online,C,5/28/16,455119216,6/17/16,8745,437.2,263.33
Sub-Saharan Africa,Botswana,Beverages,Online,H,12/24/10,149857652,1/12/11,5064,47.45,31.79
Europe,Spain,Cereal,Online,H,4/25/13,915062701,4/25/13,6243,205.7,117.11
Sub-Saharan Africa,Cape Verde,Snacks,Online,H,6/13/10,624220693,7/26/10,9629,152.58,97.44
Central America and the Caribbean,The Bahamas,Meat,Offline,L,12/25/16,821130454,1/7/17,9604,421.89,364.69
Europe,Albania,Vegetables,Online,H,9/20/10,869903314,11/4/10,2577,154.06,90.93
Europe,Macedonia,Vegetables,Offline,H,3/5/12,204963099,3/9/12,1991,154.06,90.93
Europe,Poland,Personal Care,Online,H,8/24/12,581046140,9/19/12,3320,81.73,56.67
Middle East and North Africa,Tunisia ,Baby Food,Online,H,11/5/15,223201262,12/6/15,9068,255.28,159.42
North America,United States of America,Office Supplies,Offline,L,5/30/11,576789796,5/31/11,3773,651.21,524.96
Europe,Serbia,Snacks,Offline,H,7/16/16,457485568,7/27/16,9001,152.58,97.44
Asia,Myanmar,Household,Online,M,8/26/11,101274907,10/11/11,8350,668.27,502.54
Sub-Saharan Africa,Liberia,Clothes,Offline,L,4/13/12,714456641,5/12/12,2452,109.28,35.84
Sub-Saharan Africa,Tanzania,Personal Care,Online,H,5/2/12,423642098,6/19/12,3966,81.73,56.67
Asia,Philippines,Household,Offline,C,7/22/10,125755107,8/19/10,2586,668.27,502.54
Asia,Bangladesh,Vegetables,Offline,C,4/28/14,338031995,5/5/14,34,154.06,90.93
Central America and the Caribbean,Dominica,Cereal,Online,H,2/27/13,748021590,3/14/13,5066,205.7,117.11
Sub-Saharan Africa,Democratic Republic of the Congo,Beverages,Offline,H,10/16/12,663585221,11/26/12,8468,47.45,31.79
Sub-Saharan Africa,Botswana,Cosmetics,Online,L,3/23/16,362896716,4/3/16,8058,437.2,263.33
Central America and the Caribbean,El Salvador,Snacks,Offline,C,5/20/12,644442403,6/10/12,3683,152.58,97.44
Asia,Japan,Cereal,Online,M,3/12/10,577021110,4/30/10,2224,205.7,117.11
Europe,Monaco,Personal Care,Offline,H,1/25/12,649744164,3/3/12,2592,81.73,56.67
Central America and the Caribbean,Guatemala,Meat,Offline,M,2/14/10,522035396,3/7/10,729,421.89,364.69
Europe,Armenia,Vegetables,Offline,C,9/11/12,373631131,10/24/12,4609,154.06,90.93
Central America and the Caribbean,The Bahamas,Baby Food,Online,L,3/31/10,454580199,5/6/10,9238,255.28,159.42
Europe,Montenegro,Baby Food,Offline,C,1/8/17,635243928,2/26/17,1650,255.28,159.42
Europe,Croatia,Beverages,Offline,C,4/5/14,856296145,4/19/14,5913,47.45,31.79
Europe,Portugal,Cereal,Online,M,7/19/14,678723180,8/19/14,8126,205.7,117.11
Central America and the Caribbean,Antigua and Barbuda ,Cosmetics,Online,C,8/10/12,633823859,9/15/12,1420,437.2,263.33
Middle East and North Africa,Afghanistan,Cosmetics,Offline,L,10/21/11,873209512,11/19/11,954,437.2,263.33
Middle East and North Africa,Kuwait,Personal Care,Offline,M,10/10/12,718803966,11/27/12,8922,81.73,56.67
North America,United States of America,Vegetables,Offline,H,3/24/17,912843549,5/7/17,9546,154.06,90.93
Europe,Malta,Household,Offline,H,7/26/16,467877089,8/1/16,4083,668.27,502.54
Australia and Oceania,New Zealand,Office Supplies,Offline,H,11/6/10,716765916,12/14/10,5817,651.21,524.96
Sub-Saharan Africa,Angola,Clothes,Offline,H,7/15/12,362683856,8/15/12,5067,109.28,35.84
Australia and Oceania,Kiribati,Fruits,Offline,M,6/15/12,429117238,7/24/12,4182,9.33,6.92
Central America and the Caribbean,Dominica,Clothes,Offline,M,11/5/13,209864890,11/8/13,2539,109.28,35.84
Europe,Armenia,Baby Food,Online,L,6/11/13,419038140,7/14/13,1553,255.28,159.42
Asia,Taiwan,Personal Care,Offline,C,10/31/12,941060817,11/20/12,9663,81.73,56.67
Asia,Kazakhstan,Baby Food,Online,H,9/1/14,380669248,9/24/14,7345,255.28,159.42
Europe,Monaco,Clothes,Offline,L,4/21/11,112912261,5/29/11,2102,109.28,35.84
Europe,Vatican City,Cereal,Offline,H,4/23/11,233151185,5/15/11,3472,205.7,117.11
Australia and Oceania,Palau,Office Supplies,Online,L,12/14/12,907059848,1/8/13,8021,651.21,524.96
Europe,Albania,Beverages,Offline,M,7/31/15,120624577,8/5/15,4348,47.45,31.79
Europe,Ireland,Clothes,Online,H,10/20/15,430144202,11/3/15,8083,109.28,35.84
Asia,Nepal,Snacks,Online,M,4/21/11,412230050,5/3/11,6887,152.58,97.44
Central America and the Caribbean,Haiti,Office Supplies,Online,M,3/9/12,513805949,3/10/12,5453,651.21,524.96
Asia,India,Cereal,Online,H,6/25/14,802108228,8/8/14,504,205.7,117.11
Sub-Saharan Africa,Niger,Baby Food,Offline,L,6/28/11,514685714,8/10/11,5795,255.28,159.42
Europe,Kosovo,Personal Care,Offline,C,9/20/12,309399735,10/2/12,7112,81.73,56.67
Europe,Romania,Clothes,Offline,M,5/26/17,914424121,6/3/17,7273,109.28,35.84
Sub-Saharan Africa,Democratic Republic of the Congo,Beverages,Offline,H,8/31/10,878245198,10/16/10,1126,47.45,31.79
Middle East and North Africa,Kuwait,Household,Offline,M,10/17/12,619661796,11/16/12,550,668.27,502.54
Sub-Saharan Africa,Mozambique,Meat,Online,M,11/6/14,177785241,12/6/14,9458,421.89,364.69
Australia and Oceania,Kiribati,Household,Offline,L,9/24/12,562039363,9/26/12,8792,668.27,502.54
Sub-Saharan Africa,Gabon,Office Supplies,Offline,H,12/28/10,602160489,1/15/11,1525,651.21,524.96
Sub-Saharan Africa,South Africa,Cosmetics,Online,M,6/11/11,998197448,7/15/11,7662,437.2,263.33
Sub-Saharan Africa,Malawi,Clothes,Online,C,12/24/16,270511567,1/15/17,9239,109.28,35.84
Europe,Moldova ,Office Supplies,Offline,H,8/15/12,609776675,9/28/12,5324,651.21,524.96
North America,Canada,Baby Food,Online,M,10/1/14,226979100,10/20/14,7015,255.28,159.42
Europe,Andorra,Meat,Offline,L,4/17/14,103417670,4/30/14,2442,421.89,364.69
Sub-Saharan Africa,Djibouti,Personal Care,Offline,L,10/31/10,840703713,12/18/10,1766,81.73,56.67
Europe,Finland,Cosmetics,Online,C,5/12/16,410761058,6/19/16,2180,437.2,263.33
Europe,Poland,Clothes,Online,M,8/28/13,905826032,9/5/13,2907,109.28,35.84
Sub-Saharan Africa,Mali,Baby Food,Offline,H,1/23/13,888447463,2/16/13,202,255.28,159.42
Asia,Brunei,Fruits,Online,L,11/1/10,341486680,11/15/10,2352,9.33,6.92
Asia,Nepal,Cosmetics,Offline,C,8/31/15,218117511,10/13/15,4673,437.2,263.33
Australia and Oceania,Federated States of Micronesia,Beverages,Offline,H,7/31/14,191826283,9/11/14,4515,47.45,31.79
Sub-Saharan Africa,South Africa,Snacks,Online,C,8/12/14,906411826,9/7/14,6257,152.58,97.44
Asia,Kyrgyzstan,Baby Food,Online,L,4/14/16,825985467,5/13/16,6310,255.28,159.42
